age,income,transactions
27.164666042025203,66963.60838458185,20.138539103300545
26.02150198902747,72672.37013531048,13.431235586575777
26.420675010058183,62337.715612052314,11.84760467540189
30.624654078127833,72354.2551167532,10.439914818548957
33.48839227117366,35714.3973254055,20.600410821026927
30.908598840035367,61958.087068482695,9.490396297609644
30.848281367849136,68050.70735114744,11.035986405115828
31.890160035149965,66782.03801245474,17.884246748459283
32.300312955020914,52876.04906904358,11.287465391640042
34.02157419832078,85643.77839845957,14.9198399382806
29.534529705146394,59400.839740827505,17.463535843988705
30.08490841009613,67217.94390446799,15.367432638947383
25.84320443080307,88488.54545609425,5.966401082530876
26.530955151720455,76352.93669525415,10.854863384736776
35.67617747274739,79090.59235130172,9.240142994521369
35.51778903847868,50065.90822033254,6.485999659329925
31.91575045853489,50643.799505309,14.494129412167752
32.85906636650748,54872.78991772737,22.10437007314441
28.901839363614695,64236.38328406463,19.39993531422673
27.803905919621428,69920.56923574892,13.913940396911082
33.56287647212647,57563.81845808661,15.047222624661028
35.85639644851458,38501.034908990754,18.277507984616292
24.187044518144454,75172.42054724175,14.693121594525616
24.75936577464993,27056.59865972385,27.251542719129954
36.567996321176246,78881.55960377409,12.110979833633168
32.98908712633857,46849.32672012222,21.02581263384068
29.927319046928957,60069.65946188284,14.227475934033892
26.706001652323323,89580.22164738618,22.612833937805675
30.400062016541117,70481.7688386693,9.999875292131803
30.22600214993146,63421.48217946739,19.53147068141471
34.46380035248175,61455.04102097191,21.938497904246653
31.844107271088923,82666.55572251487,12.037785998434543
32.346249601090385,65838.45446788795,18.61573603429687
34.02017348131854,87735.65193629329,16.726250116670798
30.9223388795085,73101.44704426827,24.0384088047978
29.345050928101752,84400.64935104635,11.42624342407703
29.77164000169234,74230.11101566523,13.685737062935099
28.44637994916284,79280.76318111146,16.60925304353644
26.382614319419243,67153.69767378646,23.86986176828174
30.114876523053056,74405.57132391585,8.904439965281997
30.802497695601872,70972.05330733511,22.004468898742832
27.007045522193195,60498.58254201923,17.335549755806383
28.52935651635611,76262.46579688988,19.767932477205527
31.46595757556645,83414.92333425801,24.874145071950117
32.861750527727864,89819.99106156643,15.994255372283908
25.176035041210532,68739.04001448746,11.612860836561328
25.012201081815235,67825.34872432098,20.81351992720793
27.78745994743116,68431.8371989013,14.738432989528668
32.9047344906854,60194.81145981332,18.7840951548664
30.497350707050156,71186.59521910934,11.016765274402026
32.37397580490641,62334.98472873527,13.93670477681333
37.19882548447476,63263.0866381222,18.041053066748976
34.67198847069463,61886.661361288025,17.24818342446991
31.31811345751561,50275.54882079542,16.923880011213857
30.673124780865344,65583.67717284462,21.87181313328916
28.957800500188966,75008.43650870404,15.111945872063973
27.471638700335824,59481.586841822886,14.292980640275344
29.23615292916608,55470.86954482885,14.541599856714512
39.26935163657052,67388.3054204991,33.29016738155279
26.789211335938287,85426.0262153161,16.377511315396546
22.9551182165108,81479.38654059582,14.254087449142084
27.349659972747972,85678.42580515826,16.219496809116094
36.39227704078654,95339.47436039295,19.906709671881053
32.93071423946392,86663.63538070796,21.728156754872515
36.41961508196678,43099.353054137035,6.119030747968036
34.20083861409506,78764.7848878066,7.84808287474873
26.67396449802697,64304.20989063488,13.053734759659608
30.179160114784192,65270.015557919585,16.057694309029678
37.133422642600706,73532.77036715875,21.763081071485892
32.21402195885494,78628.55747675034,14.122301525052103
21.38466324424731,62292.87093167353,21.91499344537459
33.252042766122756,84415.32198759486,17.048093732967715
34.16093401519747,82521.07019883889,18.8820373546936
32.5151281298043,69152.23789003228,18.441286776406095
38.70213200115329,62247.23585619592,9.142579609613371
33.23349956686217,67761.9104279044,18.580225000138398
27.54634039363321,46929.80932005609,9.325566105039861
26.421403655451055,67889.99423198012,20.060974448110834
31.79833590910055,75633.7191931533,12.699903497228899
26.2004200844176,79745.0491034743,12.450015216290897
20.96364579753146,62727.32565521932,13.500005110969017
33.15852779224959,63574.10896097183,17.182096395037675
35.512766325780994,96146.54878746092,15.3341552486357
21.123745802096636,86390.85095204198,14.269555933839444
23.880587085691886,63902.30682213035,18.584148458901392
30.24713298456646,68952.26461661234,15.190673826275386
25.380699188443323,75040.1472051367,5.0809589124749515
31.923002479350735,40480.82954987108,6.632164037166046
26.969861161757926,84518.30124516801,9.369057715448408
34.001553334510774,83102.75418484956,13.848049183957833
27.04075737186263,51641.396786535726,8.901413934968263
31.503594203085424,65824.39327661021,17.146772652063433
33.93431580707137,70436.44823501188,16.723352456389353
28.453932925595886,50220.93716036725,15.310484379133227
39.38503802476999,66470.41154712322,13.97310204038552
29.508525385727932,29189.04995643431,14.927453189762335
32.74430474091919,62463.71285972456,18.246113237491905
28.36121387832354,63784.03692927067,12.54128644800474
31.18984265647469,30247.183224016684,17.09562859422822
26.16167836492928,77363.753867877,19.954108786077605
36.64574736578469,64429.70982850244,13.061206841528207
21.09246212781939,73768.58853069988,10.12170748402577
24.2046367240593,62746.15263412769,6.599212322360678
29.85761989087337,84808.91390931743,13.575475715505565
35.16991118611909,88588.3979128414,21.22410382119378
26.281294207779336,57436.9923028635,14.364022165912733
33.935735832162145,73833.6624960336,14.160794198258001
